ip_version,ip_ihl,ip_len,ip_ttl,ip_proto,src_port,dst_port,tcp_flags,payload_len,payload_mean,payload_std,payload_bytes,has_shellcode_pattern,has_suspicious_strings,entropy,printable_ratio
6,11,81,16,17,42729,54725,61,68,123.19117647058823,73.99746763412229,4d4b8bd40298939cbcab9ad4bb2269b4d5031df814e2061b6f1396d19397860541fd41e823a85b781f6550355af9baf43282866903c9bbbf90adcc840333e5610e6d8983,0,0,5.841067436806761,0.27941176470588236
4,14,74,82,1,29915,44424,19,138,113.68115942028986,80.08165990867202,a0e3040bacb606c1d125016e0704ecb5d456a32e0ebbd23e919a0eb0854df5dbd7e214c71320c602dd6491f78b972267803a01977f4a349d6d27c53df0ea01e5094d9507d10d2268ee57edc9524b4d21ca549504b72bfecc72fd338f2916833ac70a9ae3e796e2d28df141052a9c10071896404b53195cb75d9c9e30004b390b8c3f0959007de51b4dc3,0,0,6.637368297295168,0.3188405797101449
4,12,573,17,1,44452,24053,45,167,127.91017964071857,72.10303890772018,86d92595a05b817e5d14b5d4006cd131a50433d8b16a65d553a8f6fb78eae535b0d3717f3775cd9dd84aaf681700d75358e74159b26e33bb14028ab817b180e542e129a00c3475bf6340c5698fe0973f4d51e8a2e2d92ddf82a534636d642e6578652a8637d8e0ef24690b276242e29a09c58a8da68eb32538e5fa36e418fe892ee8149b180f52848d24089fa0ab118bd3c412e54ff974d41583ab7ae7c2f87bad52376ebb8da0,0,1,6.78625257085239,0.3712574850299401
4,9,1105,71,6,43488,40225,4,132,130.40151515151516,75.6213513869139,e391720f010b81350b828f9ca1194516fb01a5ef027d9b3c7160d35ed8bded7dc12eea65a739e21184ba43ad4df6b574fd1e203542f6d6b5f6f72f69ce8c2294286f96b4b7e54685086b42abc89e4aedd105be7360416ff5b555be4afea18f16eab2b70ba880107fc4ba65294616c3fa50410361dcd09794bdddee515e3fd47bf79e5206,0,0,6.566973285959559,0.3333333333333333
6,11,1244,59,1,48373,51571,36,200,123.055,75.69836177223388,3baadd0388498081c626b75c404fbdef7549e6be5cdd1a6543f76c3017ef72e401d4329a078e9e455956b461325f52bcd76f4a6687dc7dbb94235a2af53f92b26d82e4c1af2db70c42b669c3e34ac795125bf5cc7c43bc0904c938072d0794910010cd276090a959b15611c9bc27df612e808c0e022fce08d5ec952a0e0f6e40d522bcfa962ec9c7e5e41af2240b47861904b5d2572cb49269fce7dde5124a0ad82fea09cfe92aa6c8119c417ebeae74fc1b95a75c6ed4b6b91520c79b78aeb11e3fb667aff06922,0,0,6.992337377155733,0.36
4,8,798,61,1,40508,38154,32,229,124.51528384279476,69.52770163602726,ce79aec9bb2c8c845d06d6288b12984525bb35ab645d5973184681f6822dcf3a12b456d873a41858fe16ae038e9394823d5d1b3282565fa6db1fe4f59b7acdbe1c1977b6ba176f92b23141a6c0ef752b3f799b2fd1d6e7c9319b5e1300b9e82e5b65f467b7cf76d52786df633c52c100d5dda083886c3e467a1a98baf1a27906130d6c0bb4d0249775233c7d8fd72d6442deb7de78b352f39bd2e70391a8a559b67bc469c979119033a45277ecba97c8dd4063194b62815c5f8fb2947d2f3c47d280ab5d537a74d6fada4550095aa034520e61fc1c9b25e045c1127100cbe2fe62b6b8b12d,0,0,7.079756613432163,0.39737991266375544
6,5,1370,113,17,13563,38902,50,216,131.63888888888889,70.37156127159942,01c678417d964d7d9a1f5766d2704865231653582d7c276dbc4d636d642e657865b1fa4b5df90fae7595d38eafb28e99da4a00f8d39bc928937ff27340d75101adb7dc3d8bf289ea151855f777e0b47333ffc618220bd1c680016ea7d1c6a3727c0910012e38e3e6f418940c89bcffa08ab342875ad086bcd981719ab09d0600c29e713f46c1fbc535127a972e9dd94a72756d9ca881dce68fdce5a5b89eeacd63e89266925b8ee0eff236b03974c681e673371f68088ebda4c380a0cce718a19abc3f6196c22d401551dcbfeb7a0923a12c197fe476b2c4,0,1,6.987995185072057,0.3472222222222222
6,12,986,90,1,46995,29357,37,190,129.08947368421053,71.04392558749049,a46385a1257195b29eaacfec1c2566df6b8557d1131953d5b649c5dbfe48d08df9785f384c723efa382c42a1173a5c6dbed6d37c34454e9adce14c72fe1b9c416438cf7e594ced529223f7a888d90a58d3fd909090a034a0d7b042a915cc6a6c5bacb860e87a3f7d0e20445441a4d436437b3d35eda90de0a27ce488750ec44a7698ac85c6fa6fdea84d72830319e8e533e11c6f62caa338b3cf2140fdf822952186cfaade0b3341a6330fd8f5fda3de96b102c56e8cc638372462295970,1,0,6.9611780267954515,0.4263157894736842
6,12,191,35,1,22729,23121,51,112,128.89285714285714,76.0533596917859,7a21970abbb27e60cd59418966e9c5220a39184685cbe38cf4cd2577932ac26e8fbdbcd7c87cf29cf20c9557e1f176c17c202f0e01d1875632dd6dafd4fde544a73d860fed86cb13e50af1f1a1ed783b5bf3ea250c6e1a674ef048d6561c376ecd23b16c6361d46e2a71e7720d2327b7,0,0,6.394277578249655,0.4107142857142857
4,5,555,111,6,7637,53116,51,194,125.44845360824742,78.73274592641759,371576c36399e6461ff62199f87d241faf10e6d4cd71ec9c48e248d96e5e631f1aa3aa9e287a3856980666c6ee5a4dd25886782694fa17281204d128379a057277842644de36ed1227f583812720701afdf383101343031ab63e9bbb7fe0eb990b39c73cc0c2eb2034f3fffabec916ccd7b02116502d0db4059ecfb758162f2764b734d32693f3fb0ed0dbb7eef031d36fa039bde0bdcfb8f290328162bb730ce2eb74d13303e24ab6592db6e2b5731bdda2c8a6c4142e5075230f8dcb73a834cb31,0,0,6.96169873121741,0.3556701030927835
6,9,1079,49,1,46540,14195,6,249,131.0441767068273,71.15525516485202,56b0f91c01b0f9b0cf4cd5ba1a9f6a081fd53ab69da66f23f691b45794938ba45df2b06646a90541b05cbb66fc822a2692ffce8bafe8f4de6077404889fc6a451824078faadc634ae4bcd6d5c1ebc2461f89d466454629b328f29ce23fafa8edabebfafebb871208c0a39a7754da4362651859772dbc26ba0fce278f817f650ce12f0a588c71efbabd17eb588456a6971496ae4bada3636d642e657865655f788b1a7b7d508f339d3a82927e8ae8983b1282942e95c6b99197cdbecf57ec2cbe5f34bed09b11d7dbe3b0e7550184cb4f0a59820da14dd9330226f3b3b1f2ba69171cedbedb92f189b9ef06cf75400e8d748617ec9f6b793b14,0,1,7.1530422814380055,0.3333333333333333
6,13,961,110,1,58527,15964,49,126,114.74603174603175,69.46883925264696,a8a074973e8d63b2cf57c305c39e939a906f9bfe28dba7addf0ab4d702694e5b33cdceaa10616d1c487841613339531d67a8036ccfd6cf3356590ffbb78fcea16e909090e393c1868e3c30536e1a474fe34c0e1435311428052b8b3303f82b7f5ee678ea9dbd30150865bd45fe24626020434b078b47887e274a6eaaf5a2,1,0,6.473234090132243,0.42857142857142855
4,8,614,68,17,60028,10173,0,254,126.1259842519685,76.0962912715928,cd05eb62362335f13fb4cbefeffa29042dba574cb7697d1c45744b428d6acb64cbbfcd268096ae0c806516edb3eea05a28ff7a81b9f5814b18d421157dabe5dacf84c872288d70fd36879b4fc53797b7e79e77c837edcd43d843f11a1dbf0a15a61907bd4e0804a270456c3bb146f9a31d6159714cc1b0c4bb4c5006937f04f704a335d166877004269d1bdc016bd8588fa703f154db041d5da4af91c67ee3ab5b931e98860ffdb23cfafcd7571cffd8724d94b04daa2f316e5aa6f9da95d076322291eb454a0437703852b217b56e0b9ba56c0ca52acbcde80374c173c6f37ad0ff06885f3d8ff5e397003c81d09fea4505b62213cacdeb026b9f0e6bea,0,0,7.17447208854195,0.3464566929133858
6,5,307,62,6,30761,35031,42,53,128.67924528301887,78.75368181507707,2a736d6c56bd324b9ffbc302e5c89a2ae18a5e92024d2171e225b9c40b8340ad49e8c148f87811e4a036cdeb69ee250c22e2d21fe9,0,0,5.576977058336784,0.39622641509433965
6,9,959,16,17,52147,2088,25,159,130.50943396226415,73.88490692116207,68e6f5f7f3a17955c0bb8f188de91dec7fd2f35349799638a438021880626a811ec01def280e24c8582e1280897cd2d9ce894f8ba0ab0da2c88ac5a8f0f98ae0666742bb2d7ed0c3a6f00412c6a5ebabebd6227fc63842c425665dbcb079ece147120bb50aedee86f84a1f6b909ce4580b3a5b3d785edeca38474616953a17fd7035d2a0d8958d2b14a077c8d8f6561a80fc447d22ee3d498e4a52a7a43864,0,0,6.708235373602483,0.34591194968553457
6,8,1139,122,6,32570,14650,54,18,101.33333333333333,70.08962516346877,560945369cda44185c04b5ce5b5e76f11a57,0,0,4.169925001442312,0.5
4,5,415,120,1,15203,6684,39,127,119.05511811023622,69.11149352167895,4635bdb62ce846e4f3735122957a04ad5935061c2d3c0c14b16f16b37f85d4ffbe2e0ea35066b501501a58cb6f3fcc96d32216e5275ebfc3886951195a08a5a5352e0e74428f8d5fdf73d0a949d9988ace46ff0f38d23dc2dde946c6661ee1f3876c9090905e96ddc24f42636d642e6578652e4fa0864f9ddf5ac3b4942842,1,1,6.413727600089851,0.4330708661417323
4,6,1447,84,17,18084,6698,34,176,127.79545454545455,72.35269660912142,5c2936458a62e50e7106e3984dee974a8d811af5d7b11d9e1093d052a785c452f0b87e63850bee679b85a14ea7e81ba310eb3af0420f4260d6624b532ca0e8e0ba560931f070a466f5148b1b1daa3d40dec5ae991d948afb9f8e5b3400b1aed7fbd56c74683c5f316c3111920fa0c2c09a8dd2abd7e2a02d8ef0cf8bdfac1935edc3fe21185873b950e6514204ce3f379cb442c8a38e5f6fce870074725d98f9b8585663ee10229be725036c738367f9,0,0,6.818556689549394,0.3522727272727273
4,9,890,70,6,4021,40160,60,137,128.94890510948906,73.32711641985419,720314b50a6cf9ffb3b472ab9d8c54446fc120114df975c330a39d38d83a1f17a49963fd2d6b679a73240181967dd31c99a15eb815faaa9f8b91f2fe86b01d9d085fc8886e1ff4b7dab0f3a7908e859efcbbb1452cd05f8db41557dbba2e3b48b4dc232965651c01731ba00c5cf4c868fb6a189d98a7bc87920a5be6eff6c6792e6a580e9b01e9e978,0,0,6.722048323804857,0.31386861313868614
6,9,1271,87,6,20321,57431,3,90,125.5,70.73334118755847,b7a32ee7b2855bf889c94d9d3c2098cf59a29c9d7cd34742aee331abe63a8a6d266dbe7950c9b2d861d5e7b771650141513c12c2a506d63f25de4609036f61f8e9405d2e882c1561b60ef8c87c33a1870ec4a4ef9f7ea2440f50,0,0,6.119522262948264,0.4111111111111111
4,10,953,126,17,48479,41648,9,30,146.33333333333334,69.94013312985773,9cdac9e16c8f51ffe29726dcdc3197e755ad5551c98f0edb2045f56f8d76,0,0,4.506890595608519,0.36666666666666664
4,7,1140,125,6,23358,59798,47,169,122.59171597633136,68.287108315876,cc72793be8f1487b7e651247c3e3827a0008397c4c7b5094e7b7e32226d2bc2a1cf53b26f25e314c4a9594a9f0d5e7af7c8e3706cec9de23c6d2604dee37d959b6ea92a8dbbeb48e228616d951904b952e417b717887a6f8159862ce7d3b92bae9232a8650060b8f725a6e2e6562391ce5668352cf972d934ba77ca1c0e62ed857405fb2a38a6e0f547922b2a0ac81965f489c8c1e282045b62158e68bf27c630ac134b846130c54a0,0,0,6.850467897769442,0.44970414201183434
4,11,447,70,17,52750,60199,36,123,136.4227642276423,72.68520030637983,0693b6f8773aeb44d79f0bd330043866775bb0ba122b7c9a5691db2c6163bd38cba503b73e467e7b7d3c413eb0931285171164c5e3eedd69f1691c60d961a91503e39da595f06ef9bad6c93fa8bfd511f24ea9fbf3575bf829cbc09669d7c742c7ceada8f231c0e7c9a4aee660bf653a7492079b56d4b35ad3c622,0,0,6.464832493126529,0.35772357723577236
4,8,1492,116,6,18466,8669,17,131,120.05343511450381,66.55151399418007,ce3849d5e15f569ad1104e0fa69e094ce78f901d0c910ace0c78455eda6a6047a18347026361e0c834c82fb05bad43d95c7493b288116a69533bb773f972f6d95e784d7e5f2a6461c699844e8b405ebf1cd8a26c37c96d0ab2c4cd69fdb5599b391de30e2590b5827ceb45294eeb6074c42437cba6f08d4d2d1f7f1a834376ac928c22,0,0,6.579149909901367,0.44274809160305345
4,11,1099,84,1,50222,11517,51,192,125.39583333333333,70.44183167199414,a7bc0866782c2b974e805d2321b8d16b361609829b7c07a323a6fb97b214afb8d08f131d9f51fab87693386efc56449bd7d5fb5c65bc0f97628178c3d7636d642e657865dd218da84f32a79a5d4e407ca4bddcfb9552c97c960503848a6a4547f6ccf311b7c3e1542dbb7825068e4c6a00d3899c1761a96b4bcafae6fc3922a55d83dc0a05eb0d33b014c4869f07b5a7b1d4daaff1614f673d7128a20279c6537c174aa70d8eccea7ba8e6a74763517fb763e79b42fa3d2a6b9a74f596e7482a,0,1,6.9057769382528855,0.3958333333333333
6,13,904,111,1,38094,12849,35,128,123.453125,69.97475653930047,167a4e19f89c2fbdc8c152b1d0463061815cdf189ebaf6926b6c8f364b554136310bca8f872983d0aea77941437fdefdfc9cad6478d960a9329ba9ee6ccf2e3fee0790cc75d72b414c3218945a25f88fda9644a7887ed27ebc246369f2e033cbe48b547e79124f7a4f30183555108ce7eed454313863b3dd0474202ab50ea51b,0,0,6.56426220694674,0.4453125
6,13,245,90,17,59619,48229,24,17,115.76470588235294,69.46563213879872,d70a3e98b74a881bb20e9dd99eb4701e3f,0,0,4.087462841250339,0.23529411764705882
6,10,419,22,17,57557,8374,55,55,135.3272727272727,74.97855561194076,cb38ceaa35c4c0de2da2de5f0f948c184ac61eb9afac31d68ed170add5622f8705c80edb92d657a207821c31fb79f15abc37daf7c2c00a,0,0,5.5995415317064765,0.2545454545454545
6,14,669,19,6,44818,24800,28,171,129.49707602339183,70.84910035201666,df972fcfdfd320d09f924ec72ee718b78df03d1278b038c2422dbf812dcd6e72b061a456bac98d6787e1004b16fd90f064f269e09a73af3515cdbed678ef2e147ad36186c8fd29aa8dc24ebb5c4cc64482e41acb695826864f378edd0f6ed6648e67b9bfa4256389d77d286ec951fa9987992b774392036f52f4a7373a0fa4b89d62b198dc500108490b40fcb79090907a7c88e9e173ebad09bdbeec342a39330c412f2dcbabfec6540b4e,1,0,6.857768084998075,0.38596491228070173
4,9,1384,50,6,53738,2767,35,0,0.0,0.0,,0,0,0.0,0.0
6,12,1334,9,17,21799,47200,32,41,134.609756097561,62.00034541555255,e041e6e8864389d5f73b6b9880caf42b554f6eb366ca802cd9636d642e657865add06a8515b5a8439c,0,1,5.16243005339857,0.4634146341463415
6,13,491,8,6,4990,20859,59,254,124.51968503937007,73.1445392920569,9b3af303f22d0baad3cab2cb0683e08aadea8e5319850d188f7b72a6d53c9e981506118a6f0d1db321041f1208ddedc1d836ba7041d720380abc5d135b0012c4481188b55be6933f6a9c6beadb89a81b755e4acda91f26ba48dbfdc7a94687b1ce8ce13aa9673329257c6752c3ffdb53a69f679e4293bf9ecaa8f9bb2bd0ca8addbb4686e9f3c9b1333e3c1f356fa200c9474c8b541baa4c2fa3134a3e7878d5e3fa9d9417a9a73b878b679196a3fa0052fec2af316099be3a63e58831a8bbe1c73b66029e722944a7f7046883267acf8fbdbff75313006ad3c570bb3ff48c5eb1d1e2e8895ad1164cac869c137b03e87d2a02854faa16c1630c3e126998,0,0,7.118375041000663,0.32677165354330706
6,8,1009,49,17,53820,6934,62,104,126.73076923076923,72.72117863789893,abaa3e23a53e875da888d95436b74bc7e204f2235f7a1c2e27b6121f3176bf35152c0651e266b67ec015fa23e5cf3b6ef730794f99402f26d27c3e946052ba39a559144d0a9ce5e867b5644970df9faba8b7d2a35edcd5e8b0dbf1d6ac17f168de75af2c6c0fdfa2,0,0,6.3589995738687195,0.4230769230769231
4,15,668,45,6,2337,32928,19,189,133.64550264550263,70.83236222218528,d9079b64a2732323348db160e7d9be5a5eefea7cafb347858439b5322c22cdedd76079a1de63b15c2121a7e1d54fb83886f2bda89152c7eb05b6dbd6f9d02052e8c36e2eeafabc0f5537b067ad8f652d36777f1d2cb837658e9f0d009140c179ba860b5bc2722d0cb565b7004d6e88588cb12cadeb6e909090f61a7925438167d0b5f67db7c49d43bcf00cf2fb4091d3730c2d3a5d57d4c7b942aa1ca3aad9088c51e9dd4e3c4b2938e67fe375e3c3a7e1fdc9c40dd765b8c35d7770a2,1,0,6.8688104135016985,0.38095238095238093
4,9,729,108,1,45192,34784,62,173,139.79768786127167,73.60863227977477,55f7831354c958f83676cc29349a77625ff9f06bf6b88248b9f008e24d889333d26feae8a947c93a3dff76881be3d5535bbc6ab84b6d74ccd9daacc9574ebdf1435fb0fef9a9e251b5f297f094affad05bb4bf23f922dc3ec0cd06b3742918fb3cebb32536caf8c685d8ee6c1059d8cee09da30a0627ca746bede3d789e1501871576d8f3f66bd023ff790fe6b9009c3a1cc19567a312fbf96342b5160e084465387e197cddf4745bc103a7a7d,0,0,6.853533863399842,0.3872832369942196
6,8,625,66,1,18269,33533,31,232,127.79310344827586,75.46236984605241,01ecc204be0f85e6b114a4c398187c8fdb532923c810963d564d16941b0246914a3ab56109bbf40bc39f5983e6aaef516456ee3bfe6fefb738163fc2fe68df2876da51a87f27cb47e42a859ecea8751fee761dc988abc4b36df06a3ef11223201afee4014356eea1b76d9c584b7cf15db5c3ebf991a1591cf8accfae759da1e9064af2d63da1d4a16c6e948dad6e777733290a4c80982cdbf616df2114ce1f28fc0e157d5ca7a7691fb38f449d779dc311304b714932d9dfdfac5cb6907412a2288e55bab3c5620934f8e91495f3b8085e2a342c73fb07ad01fdfec582f323ac60ad108ab985908f,0,0,7.0780975769944305,0.33620689655172414
4,11,1154,72,1,36097,18119,15,136,125.63970588235294,73.81840524459109,7d883bb51e0f1463a22273ebec21458efb39e12a66d74bf5b917e180f353c04e84b3333ba3ab666f920fabdf1ce6a8ea2e0d7a42daaaa0acfa617158f03b06198822e87693dc2e707adf29fb08d211d457dbe2fd3a7f61ae502c6f562d7807ab4c5697ea5c61d2138d957d31d4b24b3dc965715622c13393f084a5707ce0b9240dc7fbbc200d3575,0,0,6.548608337462515,0.4264705882352941
4,14,1491,11,6,39344,5194,33,2,106.0,31.0,4b89,0,0,1.0,0.5
4,12,759,77,17,45695,40796,48,219,126.38812785388127,73.52507133461286,92680a3934baa8ba807a52fe6b8db5940eee72fe3b4c6d024c4e4677855b50f7ff941f44f62b3c05d0495dc59fe00a1757206d37da5d11a0e1f069fe4916ec464bb8e828999c52eb227c4ac813b4664bb1c44f752f6bdb333978acb4ece26b0be3b1310baaabe0956b0f085e9c6b48120176fcb8d1033b6eba7f9d8f63d7023b10ef72e091a0a07458ef3b5705a221aaadc99354e7d13482b9dd946b14ebd4351ee247ddb830de8ad7dc4f93ee0996a313c6d5a6b0ce4b17ccad0e5b5b31076f81972d7eca354ea23fa2d072e4561bf9dfad7a9fe0307b8bc5a108,0,0,7.057624274094499,0.3789954337899543
6,11,516,54,6,33812,21558,12,249,130.1606425702811,70.46659108417872,40b9af45969dde33e3c0c83b729a4737512ae5738da1b77abac61dde8a90026b738f33998e19d032e579f682946e461ab7aeb865fd8435a2ce3e61d2f91a36adbea4ba405813ced27e3346e447a492903d9db97d09b6865abdcf95ca9faddf3356d5dac324e0409ad84933818b1d7e910d297176501921a09160d64221b7a3d7c3557c9f6a17d9af2ae0dcae9eb9c3d985452802ef083fbd4709ab3c9a124899d72da3cf369c3941eb1ed5096f2667e55c70da54f1d70f745a4f1e85b50989e377119f8174ea1e7ad686306b7f8ccfd4ab47eadb91cef4d991a79b22ddfdc71dc5794d9107707c64ff7cdb51db93f30e1ed90f0b9f1504a8a6,0,0,7.147640763494445,0.3373493975903614
6,12,1011,127,17,61330,63556,19,84,126.33333333333333,71.50413463458787,06fdf91bf872a2f8f494705c5d636d642e6578653ee48d478c2cc4c922e114c73a828839fc5725b2384eec5349344983ce6d1a881b302b43b0f84470fbd8e3594eeebbb7c67921bc9118a5a53b028f9563ad7493,0,1,6.121425904895862,0.4523809523809524
4,14,479,2,6,11681,43665,5,251,137.68924302788844,75.3167484259039,ac66266b8856d5f5fab8a49ce18f35eed8f18e311c14b1b954ed864089249dd939d4323ba6c7790339d3dc479f76609439ef8cafbab9aeecd530ba207060971394ac33264280f2b4d1ac63f4584bc3ceeda4e1dbecc9f800808921e5e1ad97e894fcaf60b48d794f4998fda38ac4e0a62916c6ed45a0dd23e67c349d1c9de2f1ff53ee5fb121f89c6a0ec051104d7246037171a1e8e41c7811e8e0c4e5f7f9f551d7500114126bdb8b4233c8fea56c060598fcef3a839390bf56549109747c753149bc7d3f72113f40759d126afcb824feea9fa328fffe1558427dced1b742205336a6063acbfb3b78d57e8de3b7d151fda7ba6717450f0582b1d3,0,0,7.134578613573817,0.3426294820717131
4,7,274,119,6,770,58548,40,205,129.57073170731707,77.99612949716015,5c02ebd3180c5d15b171cffa193b9da61052d0c6815680f2921e186f09f7eb870761ca8127aaafa1ae1cb858cd2584f4f04a32da0f4edf99b567e0fceafdc4bd2c9989bf9f5766fca5117a236b41ace8aa65d3f0d4e94f5f87a7a6c2771524709545208967209567528be733e2df097e84bf5965eb91d7ea62fdc1ff41fee1de248af4d6c591b5010667ed96e53f008fdc2bcba829f436a5c74816a4121733064f9e2d038d574bbe85f89540592effcb2e504f46f4c841fd998986df7d15cc40c51030ee3ccc260c182206472f,0,0,7.063364184755212,0.33170731707317075
4,15,1476,26,1,800,759,21,48,124.52083333333333,75.7647096783119,4df53c01a56170cdcfd379d104d1e40463ffea1296a448d087ca225ad788148e56a71b3d0e33c1864f703cee8145c024,0,0,5.41829583405449,0.3541666666666667
4,9,964,117,1,58465,28099,8,135,116.68148148148148,73.88796843388438,47e190e2b52edb9a9d11abe22b0a471d00651c6eecf06b3344e00d0eaade43145aa80520c886e818c6864067447ec0352ac7311b68fb2d8e8380638bdebb4e6be4290da73df770d4373f47900082000fac7d35afb5e5253aadf3c695a98286a7b47f5303f3b14f0f5cd8551aa02a21234e61cdfdaa665c826098e888df19162f5400569ec22d8f,0,0,6.645225504410161,0.37037037037037035
6,11,856,3,1,33741,18442,8,88,118.42045454545455,67.33223623315229,69247eac7fb9ffe8379283617db4826d385cad815fee736623b6e0db3041c6eb48414164ee2cf529824befb33d441ee6b33c37636d642e65786529955025e43c2b0e468ab1030659f947d9590ea7ad926f2cbc535ba29c38,0,1,6.064489715203623,0.5340909090909091
6,12,1382,89,6,36798,37705,46,19,117.36842105263158,65.85327432719036,e92c636d642e65786572e4dc273d701e9a50ef,0,1,4.142664355548848,0.6842105263157895
4,12,199,127,1,36116,34709,41,72,119.05555555555556,74.558867288593,b10509d15cebe007d857f53070dd7e5700c6880225a4ad21751fb7ee3c45a3d384952a22a643bfe2710e32a30785e9fa60c50d45b6a1f48be1820a9893445e90506b49233e347a55,0,0,6.058813890331202,0.3888888888888889
6,9,707,44,17,47858,18486,36,64,141.0625,71.82615187903359,71d4da7ad691b92a442dbc27bdc37c46bb665dddfb8dfd09f1f0bb83e8ceff5b81cf34e18c2e1d90ee9096d468825f5dadab99c335ae05a4e0dc8c4640161d18,0,0,5.75,0.296875
6,10,1188,52,6,10300,45023,46,60,127.05,73.8431727830452,6da91eafecae0b7cb37b56c784791e585155f253632aa42ab4830e31e759cdb7a1a7100aafeed611677b56901cd5e8a41f45ba120df0edd1e48c3fc0,0,0,5.706890595608518,0.31666666666666665
6,6,458,83,17,64077,16354,63,250,124.972,72.12502489427646,6c2f4f46338e3d4de479bccc829b62a1e4f9e5c16a04624189096a57557b64d9ab8247aac8012941809333631b45fc3ba4b1af5bd66e012217594ba6c75778e140157d4b925462a4f560b6c54753a8c8c75c7c93333b20582b44d1ee7cb6675a85191d5bc1cba94ba3260138846e3defbcc13d4942a0182ad3e7814dab7a14b7268a6b8d56f184254fa7df2e727fa0047e73aa17d38a1a16b47c1306fb0363d0325107f4fe4638adc0d2d028081225ecdf279f9b63e8ca4fa83ce809fab65e165f3e61325f04d79db08df36091f2e3f6c5e863c6a1e2685c29c006e3b6a0f2cfc30af576738495b29cf136fb5485c8b4eb0306dd4d3b8eae718d,0,0,7.210451934514973,0.404
4,9,99,34,6,52822,18725,51,224,123.50892857142857,74.28895028580177,52dcea468f329798d65534c8a7461c8d175c3cfde69a648e31f477c0066be7cc17de408f2de9b7861ff70929d96a84f12529cf1ffe878c4042b1573adc6fae6c20afef70e8598c145b96520b0f4c3e0758546b4ea5b0bb2a2c01efbb90358ed2672a647f0aac7637c7c6b2c9b2284cd956b34fe5041c7d963ff551b3c84b934673edd2192995b7445de0f59b221d3ffcb01ac36572393bc40931342ca755de2fb96dff704afefe875f0714d73b774efc1fda4105a2f893e400a4cae6a208cf5dbc0769c7831c6060725697dd15f4d0810cb39b8654afed3174aa7f5f01769132,0,0,7.137537511266052,0.38839285714285715
6,7,93,73,17,22350,22691,11,21,128.76190476190476,79.7489541725155,dfce721aff090144d664ef5d3db44019aced898890,0,0,4.392317422778761,0.2857142857142857
6,8,1342,74,6,7658,20163,25,147,120.89795918367346,74.80375547103074,2c9c454c14db8e5a75af8f60e416c25937b6b6081f00382ebf634bcb56550cc1900eae3d61188d1c492e39fe430590849b770ae09081ef76b938a6d52fceb20e34b98184d895fbc02ae71bed1306cdfc8635d4ce2b55aea539fc00cdf1b4d5d4e2749dc67a00eaab8ce5db558547b6383d79ed2c7c38d40c583e071867305f8f182803bec9403b5fb0745e54a0198b549ff3eb,0,0,6.679064691686834,0.36054421768707484
4,14,454,65,17,3454,28711,34,61,122.45901639344262,74.39142683076972,58331b7b8ed97a46a682bb8602f34a31c8b9508311b9809625cb04c6c71cfa7e8a01c31dc4419e56902171aa0fc62b4ef55c1a4578aad9f77a4f00eaf1,0,0,5.766802911333378,0.3442622950819672
6,12,1273,51,1,4673,18943,48,195,120.6974358974359,71.4563933267803,d79430d3757486928f424e1ae80149d432d2a890d385b5737f7773be523efb7635177ced528283eb25ef7e3d3e265f2ff9e28c87af731d412252bb16263e7be3c7abe23b436a95636d642e65786519bfb86f327fcd40a6188f23c86744f1646f67d34678230206a0f3cb870ee6672bae4d2e0bd22e75ee44b8ec7787af0ea28c811509de1c6d726514ac765a7b967ca23c5c022894cc7a7550f4db8ff1ff2e01b74646f817961e67eb14b42b8dcdf8ef09c1014d63624cf92166195fb124ed51b3e68f,0,1,6.864797044418989,0.4461538461538462
6,11,1155,52,6,14872,52197,6,155,131.01290322580644,74.636667205679,5704e27a995b55d69e9f61f66f0f7b1302d1616cb1c6d1dd47d3b7e8033acab4d9d4d280738968e8b1db2f621edc720946e29349fe8155d1f12953b31b2a599ce94c5c3ae4c00a502c094a29dd88b0167b5e36a0c80bbe674ab7d559e6bc08b158a81c4d86f5485d943ea11bd6f779d2e2c34e0741fb6f0086f7984fe4237713ba9fdad719e52003af6c51bd61e1c1cfbe30c95576fab24a6a50d6,0,0,6.803323034208791,0.3741935483870968
4,10,674,42,1,50653,1039,0,189,116.15873015873017,69.91670168927507,1441b6a05f6a8fac0ee20263953ddb391863415b10e52a8bf1f9605f4b022724fc2520f02bb3f6bdc9608cb8b791969b606a0ad63f98b9ae61b2e502459749d7157b68953082f7035ab79d2356b46e4e7b6c65f55ad799fc1b6b3cd57d3a1b81513e0b38208f1d76200d2599e22c30c2761397355d61b15afc7f5f4ba5b010c926356424a03329c5b109f049069bf85555b8188b83c7a87ff74d282db1457430636d642e65786587a1e3ca7966fb284aca3a34bc599d854da88d7e19f9,0,1,6.8979626622018415,0.4656084656084656
4,15,1276,46,1,51458,62602,52,210,128.53333333333333,68.76496431657853,7333772cc297922eeb5b5c69f84290050e5c69b8d36358a18f60e7ba6aa35e4096c224961b9b5c88b8e96865912a5aecc99cd461445beec7cf5db93c2b124b00bf6c24e3db86203fb5361f3c5cbca1a8d4766ff7a7b95fda84cc1ee69963e5da2271e74dcd725baaee4265fffbe204057da45d50eae406de9c4d728c9d55255c91f739d587ee92c57207df1f7dcd762f0ae33d563789e6791e4c8a8574aa90067f545df433b2e891c7c1d5aa1fb388981e6a3f9262ba4838cf705230ff48098376277f79eb17667dbdad928945d60eb84481,0,0,7.009895979579289,0.4095238095238095
